category,roots,meaning,word,breakdown,definition,phonetic,example,translation,native_vibe,synonym_nuance,visual_prompt,social_status,emotional_tone,street_usage,collocation,etymon_story,usage_warning,memory_hook,audio_tag
生活哲學用詞,"ad- (to), cur- (care)",精確的,accurate,ad- (to) + cur (care) + -ate (adjective suffix),正確無誤的；精確的。,/ˈækjərət/,Please provide accurate information.,請提供準確的資訊。,,,,,,,,,,,
生活哲學用詞,"neg- (not), leg- (choose/gather)",疏忽,negligence,neg (not) + lig (choose/gather) + -ence (noun suffix),缺乏應有的謹慎或注意；疏忽。,/ˈnɛɡlɪdʒəns/,The accident was caused by the driver's negligence.,這起事故是由於司機的疏忽造成的。,,,,,,,,,,,
生活哲學用詞,mut- (change),相互的,mutual,mut (change) + -ual (adjective suffix),兩方或多方之間的；共同的。,/ˈmjuːtʃuəl/,They have a mutual respect for each other.,他們彼此相互尊重。,,,,,,,,,,,
生活哲學用詞,"in- (into), nov- (new)",創新,innovation,in- (into) + nov (new) + -ation (noun suffix),引入新事物、新方法或新思想。,/ˌɪnəˈveɪʃən/,The company is known for its technological innovations.,這家公司以其技術創新而聞名。,,,,,,,,,,,
生活哲學用詞,chron- (time),慢性的,chronic,chron (time) + -ic (adjective suffix),（指疾病）持續很長時間或經常復發的。,/ˈkrɑnɪk/,He suffers from chronic back pain.,他患有慢性背痛。,,,,,,,,,,,
生活哲學用詞,terr- (earth/land),領土,territory,terr (earth/land) + -itory (noun suffix),一國政府或統治者控制的土地區域。,/ˈtɛrəˌtɔri/,The country expanded its territory through conquest.,這個國家通過征服擴大了其領土。,,,,,,,,,,,
生活哲學用詞,"geo- (earth), logy- (study)",地質學,geology,geo (earth) + logy (study of),研究地球的物理結構、歷史和構成過程的科學。,/dʒiˈɑlədʒi/,She is studying geology at the university.,她在大學學習地質學。,,,,,,,,,,,
生活哲學用詞,"aero- (air), dynam- (power)",空氣動力學,aerodynamics,aero (air) + dynam (power/force) + -ics (science of),研究物體在空氣中運動時受到的力和空氣如何與物體相互作用的科學。,/ˌɛroʊdaɪˈnæmɪks/,The car's design was optimized for aerodynamics.,這輛汽車的設計經過優化，以實現空氣動力學性能。,,,,,,,,,,,
生活哲學用詞,"photo- (light), gen- (produce)",上相的,photogenic,photo (light) + gen (produce/be born) + -ic (adjective suffix),在照片中看起來很好看的。,/ˌfoʊtəˈdʒɛnɪk/,She is very photogenic and always looks great in pictures.,她很上相，拍照總是很好看。,,,,,,,,,,,
生活哲學用詞,therm- (heat),熱的,thermal,therm (heat) + -al (adjective suffix),與熱有關的；由熱引起的。,/ˈθɜrməl/,Thermal imaging cameras can detect heat signatures.,熱成像攝影機可以偵測熱訊號。,,,,,,,,,,,
生活哲學用詞,viv- (life),生動的,vivid,viv (life) + -id (adjective suffix),產生強烈或清晰的心理印象的；生動的。,/ˈvɪvɪd/,I have a vivid memory of my first day at school.,我對我上學的第一天記憶猶新。,,,,,,,,,,,
生活哲學用詞,mort- (death),死亡率；必死性,mortality,mort (death) + -ality (noun suffix),死亡的狀態；在特定時間內死於特定原因的數量。,/mɔrˈtæləti/,The infant mortality rate has decreased significantly.,嬰兒死亡率已顯著下降。,,,,,,,,,,,
生活哲學用詞,"astr- (star), logy- (study)",占星術,astrology,astr (star) + logy (study of),相信天體位置會影響人類生活和事件的偽科學。,/əˈstrɑlədʒi/,She reads her astrology forecast every morning.,她每天早上都會閱讀她的占星預測。,,,,,,,,,,,
生活哲學用詞,naut- (sailor/ship),航海的,nautical,naut (sailor/ship) + -ical (adjective suffix),與船隻、航海或水手相關的。,/ˈnɔtɪkəl/,The museum has a collection of nautical instruments.,博物館收藏了航海儀器。,,,,,,,,,,,
生活哲學用詞,"cosmo- (world), polit- (citizen)",世界性的；國際性的,cosmopolitan,cosmo (world) + polit (citizen) + -an (adjective suffix),包含來自世界各地的人或影響；熟悉並舒適於多種文化的人。,/ˌkɑzməˈpɑlɪtən/,New York is a truly cosmopolitan city.,紐約是一個真正的國際都市。,,,,,,,,,,,
生活哲學用詞,"port- (carry), foli- (leaf)",投資組合；文件夾,portfolio,port (carry) + folio (leaf/sheet),一組投資（如股票）；展示某人作品的文件夾。,/pɔrtˈfoʊliˌoʊ/,The artist showed her portfolio to the gallery owner.,藝術家向畫廊老闆展示了她的作品集。,,,,,,,,,,,
生活哲學用詞,"trans- (across), miss- (send)",傳輸；傳染,transmission,trans- (across) + miss (send) + -ion (noun suffix),傳送或傳播的行為；一種允許動力傳遞到機械的系統。,/trænzˈmɪʃən/,The transmission of data was very fast.,數據傳輸速度非常快。,,,,,,,,,,,
生活哲學用詞,"ob- (against), ject- (throw)",反對,objection,ob- (against) + ject (throw) + -ion (noun suffix),表達不贊成或反對的理由。,/əbˈdʒɛkʃən/,I have no objection to your proposal.,我對你的提議沒有異議。,,,,,,,,,,,
生活哲學用詞,"dis- (away), tract- (draw)",分心；干擾,distraction,dis- (away) + tract (draw) + -ion (noun suffix),吸引注意力並使其偏離的任何事物；使人無法專注的事物。,/dɪˈstrækʃən/,Loud music is a major distraction when I'm trying to work.,當我試圖工作時，大聲的音樂是一個主要的干擾。,,,,,,,,,,,
生活哲學用詞,"hypo- (under), thesis- (put/place)",假說,hypothesis,hypo- (under) + thesis (put/place) + -is (noun suffix),對某個現象提出的初步解釋，需要進一步測試。,/haɪˈpɑθəsɪs/,The scientist formulated a hypothesis based on her observations.,科學家根據她的觀察提出了假說。,,,,,,,,,,,
生活哲學用詞,"syn- (together), thesis- (put/place)",合成,synthesis,syn- (together) + thesis (put/place) + -is (noun suffix),將多個元素組合成一個統一的整體；化學合成。,/ˈsɪnθəsɪs/,The synthesis of new materials is an important area of research.,新材料的合成是一個重要的研究領域。,,,,,,,,,,,
生活哲學用詞,"ana- (up/apart), lys- (loosen)",分析,analysis,ana- (up/apart) + lys (loosen/break down) + -is (noun suffix),將複雜的事物分解為更小的部分以研究其構成和相互關係的詳細檢查。,/əˈnæləsɪs/,Data analysis revealed interesting patterns.,數據分析揭示了有趣的模式。,,,,,,,,,,,
生活哲學用詞,"cata- (down), lys- (loosen)",催化劑,catalyst,cata- (down) + lys (loosen/break down) + -t (agent suffix),引起或加速化學反應但本身不被消耗的物質；促成變化的事物。,/ˈkætəlɪst/,The new leader acted as a catalyst for change within the organization.,新領導者成為組織內部變革的催化劑。,,,,,,,,,,,
生活哲學用詞,"method- (method), logy- (study)",方法論,methodology,method (way/procedure) + logy (study of),一組用於特定研究或實踐的系統方法和原則。,/ˌmɛθəˈdɑlədʒi/,The research used a new methodology for data collection.,這項研究採用了新的數據收集方法論。,,,,,,,,,,,
生活哲學用詞,"em-/en- (in), pir- (try/experience)",經驗的,empirical,em- (in/on) + pir (experience/try) + -ical (adjective suffix),基於觀察或實驗而非理論的。,/ɪmˈpɪrɪkəl/,Empirical evidence supports the theory.,經驗證據支持該理論。,,,,,,,,,,,
生活哲學用詞,theor- (contemplate/look at),理論的,theoretical,theor (look at/contemplate) + -etical (adjective suffix),與理論有關的；基於理論而非實踐或觀察的。,/ˌθiəˈrɛtɪkəl/,The theoretical model needs to be tested in practice.,這個理論模型需要在實踐中進行測試。,,,,,,,,,,,
生活哲學用詞,"in- (not), vari- (change)",不變的,invariable,in- (not) + vari (change) + -able (able to be),始終相同且無法改變的。,/ɪnˈvɛriəbəl/,The laws of physics are invariable.,物理定律是不變的。,,,,,,,,,,,
生活哲學用詞,"ver- (truth), fi- (make)",可驗證的,verifiable,ver (truth) + ify (make) + -able (able to be),可以通過證據或測試來確認其真實性或準確性的。,/ˈvɛrɪˌfaɪəbəl/,All data must be verifiable by independent sources.,所有數據都必須由獨立來源驗證。,,,,,,,,,,,
生活哲學用詞,fall- (deceive),謬誤,fallacy,fall (deceive) + -acy (noun suffix),基於錯誤論證的信念或推理；錯誤的推理。,/ˈfælɪsi/,It's a common fallacy that money buys happiness.,認為金錢可以買到幸福是一個常見的謬誤。,,,,,,,,,,,
生活哲學用詞,cert- (sure),確信,certitude,cert (sure) + -itude (noun suffix),絕對的確信或確定。,/ˈsɜrtɪˌtuːd/,She spoke with certitude about her decision.,她對自己的決定說得非常確信。,,,,,,,,,,,
生活哲學用詞,cogn- (know),認知的,cognitive,cogn (know) + -itive (adjective suffix),與認知、思考、理解和學習過程相關的。,/ˈkɑɡnətɪv/,Cognitive therapy helps people change negative thought patterns.,認知療法幫助人們改變負面思維模式。,,,,,,,,,,,
生活哲學用詞,"omni- (all), sci- (know)",無所不知的,omniscient,omni- (all) + sci (know) + -ent (adjective suffix),知道一切的；無所不知的。,/ɑmˈnɪʃənt/,"In many religions, God is described as omniscient.",在許多宗教中，上帝被描述為無所不知的。,,,,,,,,,,,
生活哲學用詞,"philo- (love), soph- (wisdom)",哲學家,philosopher,philo (love) + soph (wisdom) + -er (person suffix),研究哲學的人；對存在、知識、價值、理性、心靈和語言等基本問題提出疑問和思考的人。,/fɪˈlɑsəfər/,Plato was a famous ancient Greek philosopher.,柏拉圖是一位著名的古希臘哲學家。,,,,,,,,,,,
生活哲學用詞,doc- (teach),教義；學說,doctrine,doc (teach) + -trine (noun suffix),某個宗教、政治團體或政府所教授或相信的一套信仰或原則。,/ˈdɑktrɪn/,The new political doctrine was widely debated.,新的政治學說受到了廣泛辯論。,,,,,,,,,,,
生活哲學用詞,"a- (not), morph- (shape)",無定形的,amorphous,a- (not) + morph (shape) + -ous (adjective suffix),沒有明確的形狀、結構或形式的。,/əˈmɔrfəs/,Amorphous solids lack a regular crystalline structure.,無定形固體缺乏規則的晶體結構。,,,,,,,,,,,
生活哲學用詞,simul- (like/same),模擬,simulation,simul (imitate/make like) + -ation (noun suffix),模仿某個過程或系統的行為或特徵。,/ˌsɪmjəˈleɪʃən/,The pilot trained using a flight simulation.,飛行員使用飛行模擬器進行訓練。,,,,,,,,,,,
生活哲學用詞,ident- (same),完全相同的,identical,ident (same) + -ical (adjective suffix),完全相同的。,/aɪˈdɛntɪkəl/,The twin sisters wore identical outfits.,這對雙胞胎姐妹穿著完全相同的服裝。,,,,,,,,,,,
生活哲學用詞,stat- (stand),身高；聲望,stature,stat (stand) + -ure (noun suffix),一個人的身高；在能力或成就方面的聲望。,/ˈstætʃər/,He is a man of considerable intellectual stature.,他是一個具有相當智慧聲望的人。,,,,,,,,,,,
生活哲學用詞,"rect- (right/straight), fic- (make)",糾正,rectify,rect (right/straight) + ify (make),糾正或修正錯誤。,/ˈrɛktɪˌfaɪ/,We need to rectify the mistakes in the report.,我們需要糾正報告中的錯誤。,,,,,,,,,,,
生活哲學用詞,"re- (back), gress- (step)",退步；回歸,regression,re- (back) + gress (step) + -ion (noun suffix),退回到較早或較不發達的狀態；統計學中的回歸分析。,/rɪˈɡrɛʃən/,"After the injury, the patient showed some regression in their recovery.",受傷後，病患的康復出現了一些退步。,,,,,,,,,,,
優美詞彙,beau-,美麗,Beautiful,beau (美麗) + tiful (充滿),美麗的，優美的,/ˈbjuː.tɪ.fəl/,The sunset painted a beautiful scene across the sky.,夕陽在天空中描繪出優美的景象。,,,,,,,,,,,
優美詞彙,leg-,選擇,Elegant,e + leg (選擇) + ant,優雅的，雅緻的,/ˈel.ə.ɡənt/,She wore an elegant gown to the ball.,她穿著一襲優雅的禮服去參加舞會。,,,,,,,,,,,
優美詞彙,grace-,恩典，優雅,Graceful,grace (優雅) + ful (充滿),優美的，優雅的,/ˈɡreɪs.fəl/,The ballerina performed a graceful pirouette.,芭蕾舞者表演了優雅的旋轉。,,,,,,,,,,,
優美詞彙,aisthet-,感知,Aesthetic,aesthet (感知) + ic,美學的，審美的,/esˈθet.ɪk/,The garden has a pleasing aesthetic design.,這個花園有著令人愉悅的美學設計。,,,,,,,,,,,
優美詞彙,quis-,尋求,Exquisite,ex (出) + quis (尋求) + ite,精緻的，優美的,/ɪkˈskwɪz.ɪt/,The painting was an exquisite piece of art.,這幅畫是一件精美的藝術品。,,,,,,,,,,,
優美詞彙,delic-,愉悅，溫柔,Delicate,delic (愉悅) + ate,精巧的，雅緻的,/ˈdel.ɪ.kət/,The porcelain vase had a delicate floral pattern.,那個瓷花瓶有著精緻的花卉圖案。,,,,,,,,,,,
優美詞彙,charm-,魅力，咒語,Charming,charm (魅力) + ing,迷人的，有魅力的,/ˈtʃɑːr.mɪŋ/,His charming smile won over everyone in the room.,他迷人的笑容征服了房間裡的每一個人。,,,,,,,,,,,
優美詞彙,splend-,閃耀,Splendid,splend (閃耀) + id,華麗的，壯麗的,/ˈsplen.dɪd/,They had a splendid view of the city from their hotel room.,他們從飯店房間可以看到壯麗的城市景色。,,,,,,,,,,,
優美詞彙,radi-,光線,Radiant,radi (光線) + ant,光芒四射的，容光煥發的,/ˈreɪ.di.ənt/,The bride looked radiant in her white dress.,新娘穿著白色禮服看起來容光煥發。,,,,,,,,,,,
優美詞彙,lim-,高,Sublime,sub (在...之下) + limen (門檻),崇高的，莊嚴的,/səˈblaɪm/,The view from the mountain peak was truly sublime.,山頂的景色真是崇高壯麗。,,,,,,,,,,,
優美詞彙,harmon-,和諧,Harmonious,harmon (和諧) + ious,和諧的，協調的,/hɑːrˈmoʊ.ni.əs/,The colors in the painting were perfectly harmonious.,畫中的色彩完美和諧。,,,,,,,,,,,
優美詞彙,pict-,畫,Picturesque,pict (畫) + ure + esque (如...的),如畫的，美麗的,/ˌpɪk.tʃəˈresk/,The village is famous for its picturesque cottages.,這個村莊以其如畫的小屋而聞名。,,,,,,,,,,,
優美詞彙,capt-,抓住,Captivating,capt (抓住) + ivate + ing,迷人的，引人入勝的,/ˈkæp.tɪ.veɪ.tɪŋ/,Her storytelling was utterly captivating.,她的說故事方式非常引人入勝。,,,,,,,,,,,
優美詞彙,chant-,唱歌，咒語,Enchanting,en (使) + chant (唱歌) + ing,迷人的，令人陶醉的,/ɪnˈtʃæn.tɪŋ/,"The forest had an enchanting, mystical aura.",這片森林散發著迷人而神秘的氣息。,,,,,,,,,,,
優美詞彙,ether-,天空,Ethereal,ether (天空) + eal,飄渺的，超凡脫俗的,/ɪˈθɪr.i.əl/,The ballerina's movements were so ethereal.,芭蕾舞者的動作如此飄渺。,,,,,,,,,,,
優美詞彙,lumin-,光,Luminous,lumin (光) + ous,發光的，明亮的,/ˈluː.mɪ.nəs/,The moon cast a luminous glow over the lake.,月亮在湖面上投下明亮的光輝。,,,,,,,,,,,
優美詞彙,pol-,磨光,Polished,pol (磨光) + ish + ed,光亮的，精緻的,/ˈpɑː.lɪʃt/,Her writing style is always so polished and refined.,她的寫作風格總是如此精緻而優雅。,,,,,,,,,,,
優美詞彙,fin-,結束，精煉,Refined,re (再) + fin (結束) + ed,精緻的，優雅的,/rɪˈfaɪnd/,He has a very refined taste in music.,他對音樂有著非常高雅的品味。,,,,,,,,,,,
優美詞彙,art-,藝術,Artistic,art (藝術) + istic,藝術的，有藝術感的,/ɑːrˈtɪs.tɪk/,The photographer had an artistic eye for composition.,這位攝影師對構圖有著藝術的眼光。,,,,,,,,,,,
優美詞彙,poet-,詩人,Poetic,poet (詩人) + ic,詩意的，富有詩情的,/poʊˈet.ɪk/,Her description of the sunrise was truly poetic.,她對日出的描述真是富有詩意。,,,,,,,,,,,
優美詞彙,class-,等級,Classic,class (等級) + ic,經典的，優雅的,/ˈklæs.ɪk/,The little black dress is a timeless classic.,小黑裙是永恆的經典。,,,,,,,,,,,
優美詞彙,orn-,裝飾,Ornate,orn (裝飾) + ate,華麗的，裝飾繁複的,/ɔːrˈneɪt/,The ancient temple was adorned with ornate carvings.,古老的寺廟裝飾著華麗的雕刻。,,,,,,,,,,,
優美詞彙,prist-,原始,Pristine,prist (原始) + ine,原始的，純淨的,/ˈprɪs.tiːn/,The beach boasted pristine white sands and clear waters.,這片海灘擁有原始潔白的沙灘和清澈的海水。,,,,,,,,,,,
優美詞彙,soph-,智慧,Sophisticated,soph (智慧) + istic + ate + ed,精密的，世故的，高雅的,/səˈfɪs.tɪ.keɪ.tɪd/,She has a sophisticated understanding of global politics.,她對全球政治有著複雜而深刻的理解。,,,,,,,,,,,
優美詞彙,taste-,品味,Tasteful,taste (品味) + ful (充滿),有品味的，雅緻的,/ˈteɪst.fəl/,The interior design of the house was very tasteful.,這棟房子的室內設計非常有品味。,,,,,,,,,,,
優美詞彙,vibr-,振動,Vibrant,vibr (振動) + ant,充滿活力的，鮮明的,/ˈvaɪ.brənt/,The city is known for its vibrant nightlife.,這座城市以其充滿活力的夜生活而聞名。,,,,,,,,,,,
優美詞彙,lur-,引誘,Alluring,al (去) + lur (引誘) + ing,誘人的，有魅力的,/əˈlʊr.ɪŋ/,The scent of fresh-baked bread was incredibly alluring.,剛出爐麵包的香味非常誘人。,,,,,,,,,,,
優美詞彙,fetch-,取得，迷人,Fetching,fetch (取得/迷人) + ing,迷人的，有魅力的,/ˈfetʃ.ɪŋ/,She looked quite fetching in her new summer dress.,她穿著新夏裝看起來相當迷人。,,,,,,,,,,,
優美詞彙,win-,歡樂,Winsome,win (歡樂) + some (傾向於),迷人的，討人喜歡的,/ˈwɪn.səm/,Her winsome smile instantly put everyone at ease.,她迷人的笑容立刻讓所有人都感到放鬆。,,,,,,,,,,,
優美詞彙,come-,合適,Comely,come (合適) + ly (如...的),清秀的，標致的,/ˈkʌm.li/,She was a comely young woman with bright eyes.,她是一個眼睛明亮的清秀年輕女子。,,,,,,,,,,,
優美詞彙,time-,時間,Timeless,time (時間) + -less (無、沒有),不受時間影響的；永恆的,/ˈtaɪm.ləs/,The classic novel has a timeless appeal.,這部經典小說具有永恆的吸引力。,,,,,,,,,,,
優美詞彙,serenus-,清澈的、平靜的,Serene,serenus (平靜的),寧靜的；平靜的；安詳的,/səˈriːn/,The lake was perfectly serene in the early morning light.,湖面在清晨的陽光下顯得格外寧靜。,,,,,,,,,,,
優美詞彙,tranquillus-,平靜的,Tranquil,tranquillus (平靜的),安靜的；平靜的；沒有干擾的,/ˈtræŋ.kwɪl/,She sought a tranquil spot to read her book.,她尋找了一個寧靜的地方來讀書。,,,,,,,,,,,
優美詞彙,melas- + chole-,黑色 + 膽汁,Melancholy,melan (黑) + chole (膽汁),憂鬱的；悲傷的；鬱悶的,/ˈmel.ən.kɑː.li/,A melancholic song played softly in the background.,一首憂鬱的歌在背景中輕柔地播放著。,,,,,,,,,,,
優美詞彙,nostos- + algos-,回家 + 痛苦,Nostalgia,nostos (回家) + algos (痛苦),鄉愁；懷舊之情,/nɑːˈstæl.dʒə/,The old photographs filled her with a sense of nostalgia.,那些舊照片讓她充滿了懷舊之情。,,,,,,,,,,,
優美詞彙,re- + ver-,回 + 遊蕩,Reverie,re- (回) + ver (遊蕩),白日夢；幻想；沉思,ˈrev.ə.ri/,She often lost herself in a pleasant reverie while gazing out the window.,她經常在凝視窗外時陷入愉快的遐想。,,,,,,,,,,,
優美詞彙,en- + cantare-,使… + 唱歌、施咒,Enchant,en- (使) + chant (唱歌、施咒),使著迷；使陶醉；施魔法於,/ɪnˈtʃænt/,The magician's tricks enchanted the children.,魔術師的把戲讓孩子們著迷。,,,,,,,,,,,
優美詞彙,e- + vanescere-,出、離開 + 消失,Evanescent,e- (出) + vanescere (消失),短暫的；容易消逝的；如夢似幻的,/ˌev.əˈnes.ənt/,"The beauty of the rainbow was evanescent, fading quickly.",彩虹的美麗是短暫的，很快就消逝了。,,,,,,,,,,,
優美詞彙,murmur-,低聲、咕噥,Murmur,murmur (低聲),低聲說；私語；潺潺作響,/ˈmɝː.mɚ/,The stream murmured softly through the stones.,小溪在石頭間輕聲潺潺作響。,,,,,,,,,,,
優美詞彙,rapere-,奪走、帶走,Rapture,rapture (奪走),狂喜；著迷；銷魂,/ˈræp.tʃɚ/,He gazed at the beautiful artwork with pure rapture.,他帶著純粹的狂喜凝視著那件美麗的藝術品。,,,,,,,,,,,
優美詞彙,serenata-,晚間音樂,Serenade,serenata (晚間音樂),小夜曲；向…唱小夜曲,/ˌser.əˈneɪd/,He stood beneath her window to serenade her.,他站在她窗下為她唱小夜曲。,,,,,,,,,,,
優美詞彙,pungere-,刺、紮,Poignant,poign (刺) + -ant (形容詞字尾),深刻的；令人心酸的；辛辣的,/ˈpɔɪ.njənt/,The photograph evoked a poignant memory of her childhood.,這張照片喚起了她童年一段令人心酸的回憶。,,,,,,,,,,,
優美詞彙,vesper-,傍晚、黃昏,Vespertine,vesper (黃昏) + -ine (形容詞字尾),黃昏的；傍晚活動的,/ˈves.pər.taɪn/,The vespertine melodies of the crickets filled the evening air.,黃昏時蟋蟀的鳴叫聲充滿了傍晚的空氣。,,,,,,,,,,,
優美詞彙,solari-,安慰、減輕,Solace,solari (安慰),安慰；慰藉；減輕,/ˈsɑːl.ɪs/,She found solace in reading during difficult times.,在困難時期，她從閱讀中找到了慰藉。,,,,,,,,,,,
優美詞彙,elegos-,哀歌、悲歌,Elegy,elegos (哀歌),輓歌；哀歌,/ˈel.ə.dʒi/,The poet wrote an elegy for his departed friend.,這位詩人為他逝去的朋友寫了一首輓歌。,,,,,,,,,,,
優美詞彙,caelum-,天空、天堂,Celestial,caelum (天空) + -al (形容詞字尾),天上的；天堂的；神聖的,/sɪˈles.tʃəl/,The night sky was filled with celestial bodies.,夜空充滿了天體。,,,,,,,,,,,
優美詞彙,trans- + scandere-,超越 + 爬,Transcend,trans (超越) + scand (爬),超越；勝過；優於,/trænˈsend/,Her art transcends cultural boundaries.,她的藝術超越了文化界限。,,,,,,,,,,,
優美詞彙,in- + finis-,不 + 結束、邊界,Infinite,in- (不) + fin (結束) + -ite (形容詞字尾),無限的；無窮的,/ˈɪn.fɪ.nət/,The universe is vast and seemingly infinite.,宇宙浩瀚且看似無限。,,,,,,,,,,,
優美詞彙,per- + annus-,透過 + 年,Perennial,per- (穿過) + enn (年) + -ial (形容詞字尾),長期的；終年的；多年生的,/pəˈren.i.əl/,Perennial flowers bloom year after year.,多年生植物年復一年地開花。,,,,,,,,,,,
優美詞彙,aiōn-,時代、永恆,Aeon,aeon (時代),萬古；永世；極長的時期,/ˈiː.ɑːn/,The stars have existed for aeons.,恆星已經存在了萬古。,,,,,,,,,,,
優美詞彙,kosmos-,秩序、宇宙,Cosmic,cosm (宇宙) + -ic (形容詞字尾),宇宙的；廣大的；巨大的,/ˈkɑːz.mɪk/,We often ponder our place in the vast cosmic expanse.,我們經常思考我們在浩瀚宇宙中的位置。,,,,,,,,,,,
優美詞彙,in- + memoria-,不 + 記憶,Immemorial,im- (不) + memor (記憶) + -ial (形容詞字尾),遠古的；無法追憶的,/ˌɪm.əˈmɔːr.i.əl/,The tradition has been passed down since time immemorial.,這項傳統自遠古以來就流傳下來。,,,,,,,,,,,
優美詞彙,quies-,休息,Quiescent,quies (休息) + -cent (形容詞字尾),靜止的；不活動的；休眠的,/kwiˈes.ənt/,The volcano has been quiescent for centuries.,這座火山已經休眠了數個世紀。,,,,,,,,,,,
優美詞彙,ephemeros-,只持續一天的,Ephemeral,ephemeros (只持續一天),短暫的；朝生暮死的,/ɪˈfem.ər.əl/,"Fashion trends are often ephemeral, quickly replaced by new styles.",時尚潮流通常是短暫的，很快就被新風格取代。,,,,,,,,,,,
神話故事,"Latin ""aurora"" (dawn)",黎明女神,Aurora,源自羅馬神話中代表黎明的女神,羅馬神話中的黎明女神；極光,/ɔːˈrɔːrə/,"The sky was painted with hues of rose and gold, as if Aurora herself was awakening the world.",天空被玫瑰色和金色的色調點綴，彷彿黎明女神親自喚醒了世界。,,,,,,,,,,,
神話故事,"Greek ""Elysion pedion"" (Elysian fields)",極樂世界,Elysium,源自希臘神話中英雄和受眾神眷顧者的歸宿,希臘神話中英雄和受眾神眷顧者死後所居住的極樂世界,/ɪˈlɪziəm/,"After their valiant deeds, the warriors were said to have ascended to the tranquil fields of Elysium.",據說，那些英勇的戰士在完成壯舉後，升入了極樂世界的寧靜原野。,,,,,,,,,,,
神話故事,"Greek ""selēnē"" (moon)",月亮女神,Selene,源自希臘神話中的月亮女神,希臘神話中的月亮女神，常被描繪為駕馭銀色馬車劃過夜空,/sɪˈliːniː/,"Under the gentle glow of Selene, the night forest seemed to whisper ancient secrets.",在月亮女神塞勒涅的柔和光芒下，夜色中的森林彷彿低語著古老的秘密。,,,,,,,,,,,
神話故事,"Greek ""nymphē"" (bride, young woman, spring-nymph)",仙女,Nymph,源自希臘神話中居住於自然界（如森林、河流、山脈）的女性精靈,希臘神話中居住在森林、河流、山脈等自然環境的次級女性神祇或精靈,/nɪmf/,"A shy nymph was believed to dwell near the waterfall, tending to the delicate ferns.",人們相信，一道害羞的仙女住在瀑布附近，照料著嬌嫩的蕨類植物。,,,,,,,,,,,
神話故事,"Latin ""caelum"" (heaven)",天上的；神聖的,Celestial,源自拉丁語「caelum」，意為「天堂、天空」,與天堂、天空或神祇相關的；極其美麗或超凡脫俗的,/sɪˈlɛstʃəl/,"The sound of the harp was so pure and ethereal, it seemed to emanate from some celestial realm.",豎琴的聲音如此純淨空靈，彷彿來自某個天界。,,,,,,,,,,,
神話故事,"Greek ""ephemeros"" (lasting only for a day)",短暫的；朝生暮死的,Ephemeral,源自希臘語「ephemeros」，意為「僅存在一天的」,僅持續短暫時間的；轉瞬即逝的；如夢似幻的,/ɪˈfɛmərəl/,"The beauty of the cherry blossoms is ephemeral, a fleeting wonder that reminds us of life's transience.",櫻花的美是短暫的，一個提醒我們生命轉瞬即逝的短暫奇蹟。,,,,,,,,,,,
神話故事,"Hebrew ""śārāf"" (burning one, seraphim)",熾天使般的；極其美麗純潔的,Seraphic,源自希伯來語「śārāf」，意為「燃燒的」，指聖經中的熾天使,像熾天使一樣的；容貌或品格極其美麗、純潔或神聖的,/səˈræfɪk/,"Her smile had a seraphic quality, bringing comfort and peace to all who beheld it.",她的笑容具有熾天使般的神聖氣質，為所有看到它的人帶來慰藉與平靜。,,,,,,,,,,,
神話故事,"Greek ""Zephyros"" (west wind, god of the west wind)",西風；和風,Zephyr,源自希臘神話中的西風之神「Zephyros」,溫和、輕柔的微風，尤指西風,/ˈzɛfər/,"A gentle zephyr rustled through the leaves, carrying the sweet scent of night-blooming jasmine.",一陣輕柔的和風拂過樹葉，帶來了夜來香的甜美香氣。,,,,,,,,,,,
神話故事,"Greek ""aithēr"" (upper air, pure air)",以太；上層清氣,Aether,源自希臘神話中神祇呼吸的、位於天空上層的純淨空氣,古代哲學中構成宇宙上層空間的純淨透明物質；天空的最高層,/ˈiːθər/,"The stars seemed to float in the clear, dark aether, far above the earthly mists.",星星彷彿漂浮在清澈、黑暗的以太中，遠在塵世的迷霧之上。,,,,,,,,,,,
神話故事,"Greek ""Nyx"" (night)",黑夜女神,Nyx,源自希臘神話中代表黑夜的原始女神,希臘神話中的黑夜女神，是最初的神祇之一,/nɪks/,"As dusk fell, the world was slowly enveloped by the profound and ancient cloak of Nyx.",黃昏降臨時，世界被深邃而古老的黑夜女神尼克斯的披風緩緩籠罩。,,,,,,,,,,,
神話故事,"Greek ""Chimaira"" (a mythical monster)",幻想的；異想天開的,Chimerical,源自希臘神話中的吐火怪物「奇美拉」（Chimera）,像奇美拉一樣的；異想天開的；純屬虛構的；幻想中的,/kaɪˈmɛrɪkəl/,"His grand plans for a utopian society were ultimately chimerical, existing only in his dreams.",他對烏托邦社會的宏偉計劃最終是異想天開的，只存在於他的夢中。,,,,,,,,,,,
神話故事,"Greek ""alkyōn"" (kingfisher, mythical bird)",平靜的；安寧的,Halcyon,源自希臘神話中的一種鳥，據說在冬天建造浮巢，使海面平靜,指神話中一種能在冬季平息風浪、築巢產卵的鳥；引申為寧靜的、安詳的,/ˈhælsiən/,"The halcyon days of summer, filled with sun and laughter, were fondly remembered.",陽光與歡笑充盈的夏日寧靜時光，被溫柔地懷念著。,,,,,,,,,,,
